DATE,USD12MD156N
2019-04-12,2.74838
2019-04-15,2.75488
2019-04-16,2.75525
2019-04-17,2.76188
2019-04-18,2.74638
2019-04-19,.
2019-04-22,.
2019-04-23,2.73563
2019-04-24,2.72513
2019-04-25,2.71625
2019-04-26,2.7175
2019-04-29,2.713
2019-04-30,2.71688
2019-05-01,2.71038
2019-05-02,2.73688
2019-05-03,2.7455
2019-05-06,.
2019-05-07,2.72138
2019-05-08,2.71375
2019-05-09,2.70213
2019-05-10,2.69338
2019-05-13,2.67225
2019-05-14,2.63925
2019-05-15,2.6325
2019-05-16,2.61425
2019-05-17,2.63538
2019-05-20,2.64688
2019-05-21,2.65363
2019-05-22,2.66563
2019-05-23,2.64475
2019-05-24,2.619
2019-05-27,.
2019-05-28,2.59988
2019-05-29,2.57075
2019-05-30,2.57813
2019-05-31,2.51025
2019-06-03,2.41338
2019-06-04,2.40525
2019-06-05,2.3825
2019-06-06,2.34763
2019-06-07,2.34613
2019-06-10,2.33763
2019-06-11,2.34325
2019-06-12,2.333
2019-06-13,2.30563
2019-06-14,2.2465
2019-06-17,2.28675
2019-06-18,2.26438
2019-06-19,2.29775
2019-06-20,2.1615
2019-06-21,2.20213
2019-06-24,2.17875
2019-06-25,2.14738
2019-06-26,2.18325
2019-06-27,2.18463
2019-06-28,2.17813
2019-07-01,2.20188
2019-07-02,2.20313
2019-07-03,2.18038
2019-07-04,2.17938
2019-07-05,2.19163
2019-07-08,2.2615
2019-07-09,2.2735
2019-07-10,2.28575
2019-07-11,2.19325
2019-07-12,2.23113
2019-07-15,2.2105
2019-07-16,2.21088
2019-07-17,2.217
2019-07-18,2.19213
2019-07-19,2.15775
2019-07-22,2.18838
2019-07-23,2.19125
2019-07-24,2.1795
2019-07-25,2.17888
2019-07-26,2.19663
2019-07-29,2.198
2019-07-30,2.1885
2019-07-31,2.18863
2019-08-01,2.2385
2019-08-02,2.11588
2019-08-05,2.03675
2019-08-06,1.99413
2019-08-07,1.977
2019-08-08,1.993
2019-08-09,1.98788
2019-08-12,1.99063
2019-08-13,1.97013
2019-08-14,2.029
2019-08-15,1.9325
2019-08-16,1.945
2019-08-19,1.95325
2019-08-20,1.9485
2019-08-21,1.95425
2019-08-22,1.97325
2019-08-23,2.0285
2019-08-26,.
2019-08-27,1.94938
2019-08-28,1.94938
2019-08-29,1.96138
2019-08-30,1.974
2019-09-02,1.94938
2019-09-03,1.93638
2019-09-04,1.89688
2019-09-05,1.891
2019-09-06,1.949
2019-09-09,1.94875
2019-09-10,1.97038
2019-09-11,2.00863
2019-09-12,2.00563
2019-09-13,2.04913
2019-09-16,2.06963
2019-09-17,2.06538
2019-09-18,2.0645
2019-09-19,2.07413
2019-09-20,2.065
2019-09-23,2.03338
2019-09-24,2.02925
2019-09-25,1.985
2019-09-26,2.02013
2019-09-27,2.04325
2019-09-30,2.03213
2019-10-01,2.0355
2019-10-02,1.95825
2019-10-03,1.91425
